Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL58,OUT019,2354.095202491705
FDE52,OUT045,1504.6399118320023
FDW12,OUT035,2518.4588842236835
FDL51,OUT017,3536.027728008947
NCY42,OUT027,3673.8183603751086
FDR07,OUT017,1671.3928392837624
FDN40,OUT045,2434.3748108724117
FDB35,OUT027,2954.8388310842192
FDA22,OUT017,2793.4469296072516
NCL06,OUT046,4048.927142710746
FDI35,OUT013,2931.9928458377494
NCW42,OUT045,3419.133698998507
NCX06,OUT049,2905.833981057202
FDC37,OUT027,3181.8409941671343
FDZ14,OUT018,1730.5407180583052
DRG49,OUT049,3956.867142104333
NCG06,OUT045,3959.968449961437
DRC36,OUT045,2765.3076877644435
FDV21,OUT019,175.97057843562266
FDB53,OUT046,2321.850068426204
DRP47,OUT019,2126.8869361206725
FDA14,OUT013,2367.7316848721393
DRC24,OUT035,2539.7697571886065
FDW21,OUT018,1409.9761767778025
NCH29,OUT046,1559.2245617742105
FDU58,OUT013,3128.150362222313
FDY27,OUT017,2982.0461730605284
FDV56,OUT035,1933.309190828956
FDT59,OUT046,3582.814668459956
FDB23,OUT046,3527.8457177925993
FDR49,OUT045,786.038987155187
FDB03,OUT010,1864.9363580286097
FDN39,OUT045,2621.730122190801
FDX02,OUT027,4943.673467571919
FDQ16,OUT027,3175.2519177910817
FDU35,OUT018,1335.8926503346227
NCT29,OUT013,2013.2649166271194
FDZ27,OUT046,811.0439105999528
FDN57,OUT017,2355.5573620008604
FDA03,OUT018,2037.3655468246782
FDZ36,OUT045,2988.8242903074047
NCU05,OUT013,1388.683106019353
FDT39,OUT018,2180.1029992624285
FDK60,OUT017,1746.7243974031899
FDZ25,OUT017,2858.92096019245
FDG12,OUT046,1999.7905309427497
DRB01,OUT019,1197.8753737356205
NCC43,OUT027,5345.930778843527
FDX13,OUT019,2083.9197540757614
FDM22,OUT049,1037.8314188272695
FDJ03,OUT027,2317.8084599810663
FDU14,OUT018,3589.7844917676925
FDB33,OUT010,551.9472037992795
FDP27,OUT046,2991.059857213492
FDO38,OUT010,-713.0100546277131
FDE28,OUT027,5124.7416185440625
FDO27,OUT035,1762.8433402829119
DRL23,OUT027,3157.6641732329635
FDS28,OUT046,974.5381222286031
FDX24,OUT013,1598.5651868288066
FDZ02,OUT035,1781.400114739942
FDL46,OUT045,1820.9878538914431
FDS60,OUT027,4264.243153419597
NCO06,OUT017,684.48910818626
FDO16,OUT035,1561.1709161390515
FDC60,OUT049,1599.7362369947532
FDA48,OUT018,3160.016428729083
FDZ36,OUT027,4427.81723877382
FDK27,OUT045,1923.30958416033
FDW23,OUT018,408.60708451080217
FDM14,OUT018,1468.573677543859
FDM14,OUT013,1814.027038264111
FDW60,OUT018,2593.0457273666393
FDE21,OUT013,1944.3027443300655
NCM42,OUT035,1920.077036943691
FDY59,OUT010,-403.57301595201614
DRI49,OUT049,1408.152404839806
FDT28,OUT019,589.7202205453947
FDQ22,OUT018,372.2903996620084
FDR60,OUT049,1344.547648849963
FDC50,OUT019,-283.77197176877047
FDV24,OUT013,2515.7499220767018
DRF48,OUT010,1047.525437153437
FDQ47,OUT046,678.120400288717
DRN36,OUT049,1655.7197782678536
NCY06,OUT035,2171.1462702800263
FDE52,OUT035,1661.1169836536155
NCB54,OUT045,2010.3300665242716
NCF31,OUT035,2567.913829908203
FDJ08,OUT027,4429.582229576416
NCC07,OUT017,1807.0908595387054
NCD19,OUT027,2330.590251996551
FDL46,OUT049,1970.2797714733501
FDM20,OUT045,3851.927625105066
NCI06,OUT010,890.5084514638467
DRM11,OUT035,4225.095201751783
NCH07,OUT018,2191.8157596994997
FDS23,OUT013,2176.478246413686
FDO49,OUT018,594.1005655048439
FDS35,OUT049,1195.9016059262087
DRK39,OUT045,1346.4389088251312
DRI39,OUT049,1060.5412039663315
FDV04,OUT017,2716.81538500654
NCN14,OUT035,2979.6531984628873
FDH08,OUT013,3727.3349401620526
FDS20,OUT046,2874.015081901703
FDV40,OUT049,1318.6461593527424
FDZ48,OUT010,-196.30084782787418
FDS24,OUT027,2911.561704098148
FDK44,OUT049,2834.963896068342
FDS48,OUT045,2358.533457827035
FDK26,OUT010,1082.6580539679487
FDD23,OUT045,3017.644666129384
NCH54,OUT017,2682.4629172316645
NCP14,OUT010,-234.4606855587062
FDM60,OUT010,-1205.5572646320597
FDV24,OUT017,2578.2818837946293
FDH08,OUT018,3317.4642394671873
FDS12,OUT027,3473.4325541623984
FDR39,OUT027,4290.419618837058
FDP12,OUT027,2129.1737299236693
DRF60,OUT027,5140.01038854507
FDC09,OUT035,1839.9766075206942
FDF50,OUT018,2861.1799301269175
FDG28,OUT035,4032.8133311488536
NCE19,OUT017,1076.6467723016626
NCM53,OUT010,-252.029581038363
NCN18,OUT049,1883.0614204829094
FDF32,OUT035,3265.0690086895343
FDF11,OUT013,3890.774066867998
DRI59,OUT049,3642.990808754917
NCG54,OUT035,2812.2652205819827
FDM44,OUT046,1606.3166009890292
FDT57,OUT018,3395.8780342273253
FDV24,OUT046,2398.387473461368
FDI50,OUT019,1814.3867154380127
FDS09,OUT035,1077.4202125356305
NCC31,OUT027,3876.819748390574
FDQ07,OUT019,1674.9275890179065
FDC22,OUT017,3240.972133621475
FDZ56,OUT046,2631.458010133824
FDZ40,OUT019,-901.2987215283426
FDS46,OUT027,3385.0590184142156
DRD24,OUT045,2206.8669594143716
FDV45,OUT017,3110.4304810911117
FDL26,OUT045,2426.7571849934734
FDA56,OUT018,1687.9937725559582
FDN27,OUT046,1824.8964133031113
FDM20,OUT049,3952.682133806592
FDO16,OUT017,1532.8648830778932
FDL03,OUT035,3247.179989996679
FDE58,OUT046,1817.1981663418574
FDI02,OUT027,3287.4667195131196
NCC55,OUT019,-1151.3150020010758
FDR03,OUT018,2975.0906558331644
FDB14,OUT017,1658.5858968121563
FDR45,OUT013,3862.291958794347
NCN07,OUT017,2178.7291331390743
FDM51,OUT019,-111.07169062740718
FDT52,OUT027,5325.766204812175
FDL26,OUT046,2390.3516204071284
NCZ42,OUT046,3708.3804736392644
DRI47,OUT019,498.3217616600998
FDW40,OUT013,2361.9362808594465
FDN34,OUT046,2678.203245655378
FDS01,OUT035,2970.664937222129
NCG55,OUT045,1812.038386521717
FDC11,OUT035,1528.9610446637848
FDX35,OUT018,3336.8223197247357
NCB06,OUT046,2467.9109262180946
FDR09,OUT019,2254.5691626150565
FDC53,OUT017,1734.902860142264
FDY45,OUT013,4049.275940929797
FDA22,OUT010,739.4441360157122
FDE02,OUT035,1704.714907531916
FDW21,OUT045,1692.8858575076983
FDV34,OUT046,1236.928769934985
FDS59,OUT049,1894.3721157754017
NCW17,OUT017,2149.063536143745
NCK54,OUT046,1833.24311771548
FDG17,OUT019,2065.711940288761
FDG35,OUT017,2890.0444415200277
FDD08,OUT010,-1264.7178496523265
NCO07,OUT017,3467.5638666132922
FDJ10,OUT010,392.0294020181842
FDW36,OUT017,1830.52967701689
FDW21,OUT010,-234.63271515745902
FDY19,OUT017,2006.1902192114394
DRE03,OUT013,840.7808641697545
NCC55,OUT049,758.7833165822278
FDH52,OUT010,-827.6295568362905
FDO09,OUT017,4327.784069381727
FDU43,OUT045,3752.051013424709
FDX09,OUT010,833.7723659495888
FDH40,OUT019,-408.9814604371119
FDW58,OUT017,1794.84035086035
FDC47,OUT017,3699.5525994956133
NCR41,OUT035,1636.8736798890006
DRG49,OUT035,3995.7220206881047
FDC52,OUT027,3906.6993387564044
FDY13,OUT046,1196.671111671977
FDY35,OUT013,859.6851582287887
FDI35,OUT017,3009.880927734307
NCU18,OUT049,2322.691016170967
FDY33,OUT018,2251.4201174069453
FDC15,OUT027,3931.7223854918284
FDU01,OUT049,3054.395171130259
NCU42,OUT046,2650.8365490773526
NCV29,OUT018,2495.9183138199282
NCY30,OUT017,2981.924485949933
FDQ46,OUT049,1923.3670688415082
FDG58,OUT027,3926.441348446916
FDK33,OUT017,3476.601241835203
NCD07,OUT045,1835.4816147203346
NCX29,OUT027,3717.3414674008536
NCT42,OUT013,2447.816593076924
DRN59,OUT035,913.1110008867179
FDI44,OUT035,1422.5572331258022
FDA45,OUT049,2871.2671620522397
FDP31,OUT045,1074.4482455482075
FDY01,OUT046,1862.1018989216582
FDT09,OUT018,1858.3023284092142
DRH03,OUT027,2966.925923595837
FDA36,OUT018,2679.203878464944
NCF31,OUT017,2579.4745181980065
FDG14,OUT049,2567.1329497665647
FDG28,OUT027,5334.882052096524
FDU14,OUT049,3996.369436339431
FDY47,OUT019,329.2678848559924
FDI56,OUT049,1591.2800773710874
DRD01,OUT013,1065.2444588027406
FDM22,OUT046,931.7622580161005
FDH33,OUT013,801.3167828137096
DRZ24,OUT013,1988.2263932104436
NCQ38,OUT046,1630.8360810642957
FDO16,OUT027,2811.9887182357543
FDU07,OUT027,3810.0633912275625
NCB07,OUT013,3092.228280641181
FDU48,OUT045,2060.6728412952266
NCM43,OUT045,2571.056232746214
FDR31,OUT010,424.6792178306348
DRK49,OUT018,399.32041351875756
NCI30,OUT010,1834.3374770726805
DRD60,OUT017,2984.923991831276
NCG19,OUT046,3602.467407878513
FDH12,OUT035,1851.8665950465677
FDM32,OUT035,1600.076788007591
FDM27,OUT035,2666.6759454472317
NCU53,OUT027,4046.241360799305
NCQ18,OUT046,1534.9672883378487
FDS10,OUT013,2875.668490843489
FDB33,OUT027,3937.7847336403056
FDI12,OUT013,1535.2587073390316
NCW42,OUT013,3510.8234931950933
NCC06,OUT018,1710.5444894278721
FDW02,OUT017,2242.789772403708
NCD43,OUT017,1829.3042806334759
FDM57,OUT018,1107.0317804407618
FDA58,OUT017,3873.6509136821196
FDK56,OUT046,2899.6907473766687
FDP52,OUT045,3628.072480836623
FDW20,OUT018,1648.4769346576918
FDS52,OUT049,1741.3895377385772
NCT29,OUT018,1603.3834612069911
NCL54,OUT013,2847.7172056503514
FDC05,OUT045,3147.300295516094
FDF34,OUT035,3311.9242362137
FDP03,OUT027,3477.3613184266933
FDD32,OUT010,-564.7452894851218
FDZ10,OUT045,1993.836648477221
FDZ40,OUT035,1076.38990916374
FDD51,OUT018,458.0911330246352
NCY30,OUT019,1009.9389673794839
FDP58,OUT017,3573.7621480283406
FDV49,OUT017,4295.239442514553
FDY24,OUT019,-884.2872682853567
NCO55,OUT017,1852.0309935746104
FDR13,OUT017,2078.3740716493353
FDS51,OUT017,1176.7592760742855
FDP26,OUT045,1687.3991603355976
NCB54,OUT027,3486.40173305394
FDF32,OUT017,3233.680986995926
FDN31,OUT018,2688.406363195656
DRM48,OUT017,758.545970691905
FDN20,OUT049,2745.1402402174904
DRL01,OUT046,3633.453866225673
FDV56,OUT049,1860.716809443854
DRH13,OUT027,3166.9899851369773
FDA03,OUT017,2482.1852631256297
FDF47,OUT027,4953.038587278864
FDX32,OUT046,2330.2122811173344
FDX57,OUT049,1688.9253483586392
NCA30,OUT045,2935.7693601934175
FDO49,OUT013,971.7666753277999
FDL04,OUT019,-121.43430575909468
DRM48,OUT035,777.6765083376494
FDR16,OUT013,3490.55211500287
NCC19,OUT018,2746.7472145909906
NCE42,OUT045,3620.4710491749383
FDY24,OUT017,1149.8881239963623
FDH19,OUT049,2843.3785845173375
FDJ46,OUT013,2824.6460057007275
FDN45,OUT010,1542.3060556056107
FDY08,OUT035,2432.5808216290284
FDZ37,OUT035,1627.1855558174316
NCT30,OUT045,787.0852725037387
DRY23,OUT018,477.6618263968265
NCZ30,OUT018,1661.4715706958582
FDC44,OUT018,1502.2653099471052
FDB45,OUT035,1797.013256154461
FDY04,OUT013,2685.8878871689362
FDM27,OUT046,2534.8932196072874
FDZ43,OUT017,3983.00312627672
FDT39,OUT019,633.6321348665947
NCC06,OUT019,199.06651222324058
FDL15,OUT027,3877.1156219618197
FDL57,OUT017,4213.349451335189
FDU08,OUT046,1575.280347752277
FDK40,OUT017,4305.513062584463
FDQ12,OUT010,1648.5214180114033
FDS48,OUT017,2536.0236612768927
FDP09,OUT045,3283.936236838771
FDW21,OUT049,1784.4372988487485
FDY25,OUT035,3009.91837464599
DRE13,OUT017,1561.7940922136322
FDV43,OUT019,-1076.4163052293525
FDD22,OUT045,1786.8144121989758
FDM46,OUT019,-316.3363721768324
NCO30,OUT010,924.244198292061
FDM25,OUT046,2770.9071323957455
NCN41,OUT049,2029.2088693269318
FDU24,OUT045,1564.5530619169745
FDZ50,OUT046,2913.573166175128
FDP45,OUT013,4049.1755549448953
NCM54,OUT045,1957.4225400757466
FDW10,OUT019,958.2445202235807
FDP20,OUT017,2156.6815450276677
FDK32,OUT046,2397.7040532759684
FDN52,OUT049,1586.3218156365856
FDM58,OUT045,1793.8653200322533
FDZ46,OUT027,3220.468426933967
NCA18,OUT018,1573.9703918859923
FDD35,OUT046,1921.739714527823
NCK31,OUT035,979.1420955322878
FDI40,OUT027,3107.7444970109846
FDT50,OUT019,-186.73776068799987
NCT06,OUT046,2539.622226358015
FDT31,OUT035,3079.4157579390085
FDT45,OUT049,981.3947921039999
FDT13,OUT045,2924.242875811049
FDO50,OUT045,1440.461966551235
NCU18,OUT010,264.78547809101804
NCR54,OUT049,3138.325750501455
NCO18,OUT018,2498.8259301384905
FDU09,OUT045,996.0080766854278
FDT13,OUT018,2650.5343239818612
FDE09,OUT046,1789.9009352275375
NCK53,OUT019,-194.8887397175223
FDG45,OUT049,3473.594878528225
DRH15,OUT035,926.355470089015
FDO21,OUT019,1757.918251483195
FDD14,OUT027,4341.574160173897
FDC09,OUT046,1660.8933885334786
FDH45,OUT027,2230.5245031223512
FDV32,OUT046,1067.8182465506507
FDG12,OUT035,2132.8618722711653
FDS32,OUT013,2332.9326659728717
NCL55,OUT018,3620.1662154479645
DRE01,OUT035,3962.1428536736576
DRE15,OUT049,1353.2718597390133
NCL42,OUT045,3806.082772868939
FDP31,OUT013,1143.1460295591646
FDN33,OUT018,1291.23869598225
FDZ59,OUT046,2650.7419562157365
FDE45,OUT010,871.5186530826081
FDJ07,OUT013,2000.3343882512559
FDQ45,OUT018,2676.2518082817355
FDM33,OUT027,4881.495950207555
FDO15,OUT010,-673.225840862814
FDM46,OUT013,1595.74167388536
FDR03,OUT045,3253.39943281063
FDY49,OUT018,2364.0626335597767
FDQ60,OUT045,1959.7583808475295
FDW10,OUT049,2843.512612799653
FDO51,OUT049,941.373916283474
FDJ40,OUT018,1495.0075345941818
FDS20,OUT018,2595.3000144163893
FDU45,OUT013,1917.2150772226273
FDV02,OUT035,2807.5763470205907
FDN09,OUT046,3759.315330736199
NCM55,OUT027,4366.881531896066
FDN23,OUT018,2075.9865832109967
FDY31,OUT010,390.85820826219924
FDW03,OUT010,-150.5359836666126
FDD14,OUT046,2820.1597804028206
FDV23,OUT017,2160.844522824402
DRI03,OUT045,2781.3603581793914
FDN13,OUT035,1720.016667938136
FDF45,OUT027,2488.1224311477163
FDU46,OUT035,1630.2665018571893
FDB57,OUT049,3606.9688828282947
FDV12,OUT049,1738.6237345046497
FDQ58,OUT013,2501.859136514375
NCA18,OUT017,2000.3846391555323
FDH52,OUT049,1184.4014885814813
FDM24,OUT018,2162.065459495362
NCP43,OUT027,4283.814537015387
NCO18,OUT019,962.0558196838881
FDM32,OUT017,1591.7076494119526
NCL07,OUT017,787.9818393244824
FDK03,OUT013,4088.4454079439465
FDP59,OUT017,1806.0580504507345
FDQ24,OUT049,4011.977327174985
FDQ16,OUT018,1431.9001253012761
FDU44,OUT013,2671.3150899898824
FDH28,OUT010,-1245.3553916314884
FDV28,OUT019,-1143.711204890179
FDM22,OUT045,930.9419440572218
FDR56,OUT046,3089.0289833089673
FDV39,OUT049,3209.3576768951903
FDU37,OUT019,-451.44612187279324
FDQ11,OUT010,2148.106741632123
FDX02,OUT045,3475.708853187411
NCS42,OUT018,1203.9479521974113
FDY57,OUT027,3018.062343188356
FDB21,OUT049,3911.139853668839
FDE28,OUT017,3811.7321914546937
FDQ55,OUT017,2010.221117826901
FDA48,OUT049,3595.8393675633056
FDZ19,OUT045,2763.918027502213
NCC43,OUT045,3939.029455609324
NCV18,OUT046,1313.1589874429621
NCA42,OUT018,2232.4901335768627
FDY45,OUT046,3959.84779343979
NCC30,OUT045,2771.3413112356625
FDM57,OUT013,1518.4496635703385
FDL09,OUT010,701.1558148669777
FDB09,OUT027,3435.4586456987263
FDT44,OUT035,2030.761675449166
NCT06,OUT027,4024.509778730383
FDX26,OUT049,2968.874283245545
FDK32,OUT013,2536.536506748609
DRA12,OUT046,2238.6112742537066
FDO46,OUT010,1079.8006024153324
FDE52,OUT013,1545.7129965089953
NCH42,OUT045,3603.5415554941937
FDV08,OUT035,898.8831232237135
FDB47,OUT018,3030.770083237244
FDC28,OUT010,-149.81384948751872
FDD22,OUT046,1804.0916843670436
FDS07,OUT027,3286.9653543766926
DRI13,OUT045,3371.233987861242
FDG32,OUT018,3163.9070350136576
FDU14,OUT017,4043.7195712069674
FDD28,OUT019,-827.82887044113
NCP41,OUT017,1874.3711778084264
FDS08,OUT049,2898.1801873386767
FDX47,OUT045,2555.4863497208908
FDC53,OUT019,-185.40796179123316
FDQ19,OUT035,4000.9731277349633
FDL14,OUT045,2508.041565699695
FDM33,OUT019,1659.9448538137817
FDA51,OUT045,1863.3792299914771
FDZ27,OUT018,552.2742694893811
FDT04,OUT046,658.8742758123177
DRC13,OUT049,2156.371530874532
FDR16,OUT027,4860.003866837299
FDQ03,OUT027,5191.062412166637
FDE38,OUT035,2830.434302799006
DRH23,OUT027,2383.061028744054
FDT11,OUT019,1199.7974295546767
FDD09,OUT035,2982.1327097674935
FDR40,OUT045,1383.312343950498
FDX07,OUT017,3061.0783034845454
FDR07,OUT035,1675.176493422212
FDA51,OUT017,2043.6698371945668
FDT59,OUT019,1805.218713372662
FDF20,OUT017,3219.7423853080204
FDR13,OUT045,1885.790510768949
FDY26,OUT049,3418.418119724858
FDW04,OUT017,2283.357438588203
FDK52,OUT017,3680.906979564321
FDN60,OUT049,2579.1306013896656
FDM09,OUT019,936.3065092044034
FDP46,OUT049,1516.4232622730233
FDB50,OUT019,-523.0724742138254
NCQ29,OUT049,4134.930638379683
FDP16,OUT027,5285.600726452764
FDX33,OUT018,2315.2260934474116
FDP07,OUT010,1105.9809635623783
FDN22,OUT046,3916.8714089750324
FDF39,OUT049,4232.571577151723
FDS21,OUT017,1175.146987432213
NCM42,OUT013,1815.4090659073538
FDK50,OUT019,780.0142976632474
DRF13,OUT027,3768.1855454633424
FDH35,OUT018,2271.4502263868076
FDP60,OUT018,1287.2940137110309
DRJ49,OUT027,3511.5768928985844
NCT42,OUT019,530.6092364557453
FDE38,OUT049,2782.378955274677
FDI04,OUT049,3270.758294399122
NCH54,OUT045,2462.2798248721438
FDT56,OUT049,1115.0541547309028
DRD15,OUT018,3347.917821799763
FDV58,OUT013,3092.308333562899
FDP21,OUT049,3124.4047596659007
FDH05,OUT013,3766.1485990075457
FDR10,OUT027,4001.32435936786
NCP06,OUT045,2301.052965300579
FDF33,OUT049,1837.7787125443547
DRK37,OUT013,3072.8501378932906
DRH49,OUT045,1313.9754919324118
FDT58,OUT013,2741.5204862292385
FDD41,OUT018,1456.2563307502824
FDP40,OUT018,1561.3044680591427
FDM51,OUT027,3129.758483200393
FDO45,OUT010,-495.14787337347036
FDW33,OUT010,-221.44546673697846
FDY24,OUT045,975.8568411542711
FDB10,OUT010,1787.9332827334638
FDM40,OUT035,2408.292325263266
NCI06,OUT017,2990.9040348231983
FDW12,OUT019,521.2101564277837
FDX48,OUT027,3945.112668122666
NCW05,OUT027,3142.2575115474438
FDX27,OUT017,1694.8057348281477
DRM37,OUT045,3081.2467893987027
FDA38,OUT045,3802.042597658195
FDR36,OUT046,735.368824051417
FDZ45,OUT046,3091.2654386227036
FDG05,OUT017,2711.8070982441554
FDK28,OUT013,4154.639029086049
FDV47,OUT045,1357.5612062170403
FDN21,OUT045,2496.3149532378043
FDP20,OUT027,3472.776181479062
FDI35,OUT045,2844.9065289704968
DRY23,OUT013,873.7501357317622
FDA56,OUT017,2128.2150468173604
FDB09,OUT013,2030.4266489179865
NCO26,OUT027,3302.8752868997126
FDQ49,OUT018,2197.824958598479
FDI52,OUT027,3396.4794449413484
FDZ44,OUT027,3324.004215826242
FDZ09,OUT018,2278.994925537935
FDY03,OUT049,1940.7618457690492
NCG42,OUT017,2173.6715888746016
DRI13,OUT027,4859.202850042118
FDQ32,OUT013,2108.597081805441
FDW16,OUT035,1650.4994947257787
FDU27,OUT046,785.6004268268782
FDR28,OUT010,674.887654089515
FDQ49,OUT010,573.1897845727533
FDS37,OUT046,1854.7869589153574
FDW26,OUT018,3213.5312797254196
FDX12,OUT018,3504.510138707545
NCP06,OUT013,2415.7460275613385
FDW45,OUT010,337.4623514338972
NCN30,OUT049,1599.3205196185415
FDN24,OUT049,986.8123102871829
NCL41,OUT027,2008.0969877088282
FDR02,OUT019,-47.69076438712494
FDD09,OUT010,906.3986858807984
FDS33,OUT010,-462.9008278022454
FDU22,OUT045,1896.8242584417362
FDI53,OUT013,2711.225710514701
DRH01,OUT049,2845.3134783230066
FDX32,OUT013,2384.691939260271
NCP30,OUT018,340.6377468267801
FDB60,OUT045,3084.150523420283
FDB14,OUT049,1625.0523649098934
NCP02,OUT035,1127.4814012462484
FDJ10,OUT017,2459.7155694212156
FDG34,OUT046,1796.9531817915745
NCB18,OUT017,1526.444103534343
FDM16,OUT049,1389.8220832888426
FDW25,OUT018,1108.2932318443297
FDB35,OUT010,-418.2616101722892
DRN11,OUT013,2363.3372187417863
FDF41,OUT019,2071.4919817907085
FDH16,OUT045,1425.2106810149187
NCQ50,OUT018,2997.962088434746
DRH23,OUT018,636.8101592663041
DRJ37,OUT013,2487.338597658726
DRJ24,OUT027,4344.764562930487
FDY16,OUT035,3061.3858273105056
FDQ27,OUT045,1758.693445696528
FDZ33,OUT045,2350.7790471067515
FDF29,OUT045,2115.0482025890205
FDA08,OUT049,2735.7928747909746
FDG31,OUT046,1050.84058732888
FDE34,OUT019,1084.0739730647579
NCR30,OUT027,2634.7587790896723
FDV33,OUT035,4250.4285632311385
DRZ24,OUT018,1641.9954323582333
NCL54,OUT035,2871.096195608289
FDR12,OUT049,2882.3518759234025
NCC54,OUT046,3716.9065908401176
DRN59,OUT013,842.1110915494397
FDX50,OUT019,-39.218304865803645
FDV31,OUT027,4255.726265523852
NCA29,OUT027,4155.81680015446
FDW60,OUT049,2976.710502323085
FDX08,OUT017,3026.304445176086
DRD49,OUT013,3783.3175928103797
FDD33,OUT046,3592.8568166393075
FDW35,OUT013,816.8971925493445
FDJ36,OUT017,1842.126322497143
FDV51,OUT035,2764.3145997233423
FDW36,OUT046,1688.9660406547805
FDH35,OUT046,2557.835131415872
NCS30,OUT027,3510.9513283471415
FDN49,OUT017,837.5287329181903
FDL08,OUT018,3564.8148530346107
FDI09,OUT013,3846.7103831009904
FDP19,OUT018,1768.215368669015
FDU21,OUT010,-1309.9173222008044
NCP41,OUT045,1680.2517618759657
FDY10,OUT013,1862.2326635338943
FDP12,OUT018,400.68218792918464
NCN26,OUT049,1954.429659892884
FDK44,OUT013,2812.1023787175836
FDC28,OUT049,1877.3902883847222
FDJ41,OUT027,5560.585182107417
NCT29,OUT035,2105.6620200858506
NCH42,OUT019,1757.5778328363417
FDU60,OUT018,2359.5818854572913
FDS02,OUT045,3080.2665697881976
FDC51,OUT046,1994.8142156087492
FDU03,OUT013,2976.652369650595
FDX39,OUT045,3350.8651885928616
NCY05,OUT010,-1325.3482946275296
NCL06,OUT027,5490.345026154647
FDD32,OUT035,1479.7666727059704
NCN41,OUT045,1908.5156566114251
NCX53,OUT049,2302.6259735753783
FDU57,OUT019,613.8009708973138
FDQ23,OUT046,1674.392028605877
FDQ52,OUT045,3859.3218500683024
FDC14,OUT045,718.2701150758647
FDY09,OUT035,2927.9412671928003
FDQ28,OUT045,2503.697515036615
FDV25,OUT046,3471.0131299396876
FDJ07,OUT035,2037.5189519549972
DRB25,OUT049,1801.8709390842062
FDK52,OUT019,1725.4651178593722
FDY52,OUT027,2492.2418422775663
FDB28,OUT046,3109.6359212492034
FDT36,OUT035,780.8537023511722
FDV25,OUT017,3666.2600797697582
NCN07,OUT027,3505.4794644453805
FDC57,OUT017,3205.548176502336
FDQ03,OUT018,3449.375220219005
FDU23,OUT017,2794.700572583348
NCX41,OUT035,3444.6894791041677
NCD06,OUT035,923.7262674461738
FDW08,OUT045,1697.7709507126247
NCU29,OUT017,2459.6624200557258
NCE06,OUT013,2638.9636587947293
FDV52,OUT010,-52.385416879306604
FDB02,OUT017,2999.319943184819
NCR18,OUT045,690.4388878051722
FDK16,OUT049,1645.8536697985078
NCQ29,OUT010,2083.1660470523902
FDZ01,OUT019,-90.79543732679758
FDW27,OUT035,2711.252969954116
FDD17,OUT018,3456.2029193145167
FDW39,OUT013,2942.5551553397245
DRH59,OUT045,1177.0099440908748
FDS52,OUT013,1736.9196132087827
FDU40,OUT027,4516.796775318588
NCF54,OUT013,2779.0919800523534
FDH46,OUT045,1714.5220659743882
NCP14,OUT049,1771.483507143545
FDH50,OUT049,3059.129283114151
DRF15,OUT010,455.36061697389044
FDV27,OUT027,2911.067103439351
NCJ06,OUT049,1974.4450670155045
FDN02,OUT018,2915.5262147754374
FDQ51,OUT049,921.0054257140617
FDQ07,OUT017,3678.886709105571
FDS45,OUT049,1878.0514255797714
NCJ06,OUT045,1870.6232012793673
FDD36,OUT035,2024.7129979606734
FDY25,OUT045,2867.2443872904723
FDU52,OUT046,2449.0256137583688
DRK47,OUT017,3723.581802637389
NCL30,OUT017,2155.4009432419857
